obat_id,label,nilai,urutan
11,Indikasi Umum,"Digunakan untuk melindungi tangan dari bahan berbahaya dan melindungi bahan dari jangkauan tangan secara langsung. Cocok untuk digunakan di rumah sakit, klinik, laboratorium, dan keperluan medis lainnya.?",2
11,Komposisi,"Terbuat dari 100% lateks karet alami, tanpa DOP/DEHP, dan bebas dari reaksi alergi. Bagian dalam sarung tangan dilapisi dengan bedak ringan untuk memudahkan pemakaian.",3
11,Dosis,Sarung tangan ini dirancang untuk sekali pakai.,4
11,Aturan Pakai,-,5
11,Perhatian,-,6
11,Kontra Indikasi,-,7
11,Efek Samping,-,8
11,Kemasan,Box @ 100 Pcs,9
11,Manufaktur,"Trasti Global Konverta, Pt",10
11,No. Registrasi,Kemenkes RI : AKL 10903814145,11
12,Product Description,"BYE BYE FEVER ANAK merupakan plester yang digunakan pada anak diatas 2 tahun untuk membantu meredakan demam, sakit kepala dan sakit gigi. Plester ini memberikan efek dingin bekerja sampai 10 jam. Plester BYE BYE FEVER ANAK memiliki daya lekat yang kuat dan aman digunakan bersama dengan obat lain.",1
12,Indikasi Umum,Membantu menurunkan demam dan menghilangkan sakit kepala pada anak di atas usia 2 tahun.,2
12,Komposisi,-,3
12,Dosis,"Setiap 10 jam, bila perlu.",4
12,Aturan Pakai,Lepaskan lapisan transparan dan tempelkan permukaan yang melekat pada daerah dahi/pipi/punggung/bagian yang nyeri. Patch diganti setiap 10 jam.,5
12,Perhatian,"Hanya untuk pemakaian luar. Jangan digunakan disekitar mata, membran mukosa atau kulit yang terkena eksim, ruam atau luka. Hentikan pemakaian dan konsultasikan ke dokter jika terjadi ruam, kemerahan, gatal atau iritasi. Untuk kulit sensitif, konsultasikan ke dokter atau apoteker Anda sebelum pemakaian. Gunakan segera setelah kemasan dibuka. Hanya untuk sekali pemakaian untuk efektivitas dan higienitas produk, jika kulit berkeringat atau sedang menggunakan bedak atau bahan sejenisnya maka produk tidak dapat menempel dengan baik pada kulit.",6
12,Kontra Indikasi,-,7
12,Efek Samping,-,8
12,Kemasan,-,9
12,Manufaktur,-,10
12,No. Registrasi,-,11
13,Product Description,"Hansaplast Transparan Standar merupakan plaster penutup luka untuk mencegah infeksi pada luka selama proses penyembuhan. Produk ini dibuat dari bahan elastis yang akan mengikuti tiap lekukan kulit sehingga menutup luka dari kotoran dan bakteri, kedap air, steril, dan tidak melekat pada luka.",1
13,Indikasi Umum,Melindungi luka dari kotoran dan bakteri dan menutup rapat di sekeliling luka.,2
13,Komposisi,-,3
13,Dosis,Gunakan sesuai kebutuhan.,4
13,Aturan Pakai,"Bersihkan luka Anda dari kotoran, bakteri dan partikel terlihat dengan Hansaplast Spray Antiseptik untuk mencegah infeksi. Keringkan kulit sekitar luka dengan lembut. Lindungi luka dari air menggunakan plester Hansaplast. Aplikasikan tanpa menarik plester.",5
13,Perhatian,-,6
13,Kontra Indikasi,-,7
13,Efek Samping,-,8
13,Kemasan,1 Pack @ 1 Pcs,9
13,Manufaktur,Beiersdorf Indonesia,10
13,No. Registrasi,Kemenkes RI: AKL10902412540,11
14,Product Description,"Hansaplast Roll Kain adalah pertolongan pertama serba guna yang penting. Perban bedah ini dapat digunakan bersama kasa rol, kasa steril, dan plester.",1
14,Indikasi Umum,Perekat verban penutup luka.,2
14,Komposisi,-,3
14,Dosis,Gunakan sesuai kebutuhan.,4
14,Aturan Pakai,"Bersihkan luka Anda dari kotoran, bakteri dan partikel terlihat dengan Hansaplast Spray Antiseptik untuk mencegah infeksi. Keringkan kulit sekitar luka dengan lembut. Lindungi luka dari air menggunakan plester Hansaplast. Aplikasikan tanpa menarik plester.",5
14,Perhatian,"Kebanyakan luka bisa dirawat dengan baik di rumah, tetapi penting untuk berkonsultasi dengan dokter dan ikuti saran medis jika terjadi beberapa situasi seperti: Jika luka dalam dan tidak kunjung berhenti mengeluarkan darah, Jika luka menunjukkan tanda infeksi seperti kemerahan, hangat, sakit, dan bengkak, Jika ada benda asing yang tertinggal dalam luka Jika terjadi gigitan hewan atau manusia.",6
14,Kontra Indikasi,-,7
14,Efek Samping,-,8
14,Kemasan,"Roll 1,25 cm X 4,5 m",9
14,Manufaktur,Beiersdorf Indonesia,10
14,No. Registrasi,Beiersdorf Indonesia,11
15,Product Description,Kotak P3K merk OneMed sudah lengkap dengan isinya.,1
15,Indikasi Umum,Sebagai tempat yang aman untuk menyimpan obat-obatan.,2
15,Komposisi,-,3
15,Dosis,-,4
15,Aturan Pakai,Gunakan sesuai kebutuhan.,5
15,Perhatian,-,6
15,Kontra Indikasi,-,7
15,Efek Samping,-,8
15,Kemasan,1 Box,9
15,Manufaktur,OneMed,10
15,No. Registrasi,-,11
16,Product Description,"Masker Bowin KN95 3D digunakan untuk mencegah penularan penyakit dari tetesan cairan tubuh yang keluar melalui hidung atau mulut dan melindungi dari bakteri, virus, debu, serbuk sari, asap kendaraan dan polusi / (Warna yang dikirim warna random / warna yang tersedia)",1
16,Indikasi Umum,"Perlindungan pernapasan untuk melindungi debu, polusi dan mencegah penularan penyakit dari udara",2
16,Komposisi,-,3
16,Dosis,-,4
16,Aturan Pakai,-,5
16,Perhatian,-,6
16,Kontra Indikasi,-,7
16,Efek Samping,-,8
16,Kemasan,1 Pack,9
16,Manufaktur,BOWIN INDONESIA GLOBAL,10
16,No. Registrasi,Kemenkes RI : AKL 20903220034,11
17,Product Description,Hypafix 5 cm X 1 m adalah perekat non-woven (jenis tekstil) yang digunakan untuk mengencangkan pembalut luka untuk area yang lebar. Dapat dengan mudah dipotong dan dibentuk sesuai kebutuhan sehingga tidak ada yang terbuang.,1
17,Indikasi Umum,"Untuk penutup luka lebar di daerah persendian dan lekuk tubuh yang sulit, tambahan setelah pemakaian moist wound dressing, untuk menutupi luka lebar pasca operasi.",2
17,Komposisi,Non-woven polister.,3
17,Dosis,Digunakan sesuai kebutuhan.,4
17,Aturan Pakai,Bersihkan luka terlebih dahulu. Buka kemasan plester. Potong plester sesuai kebutuhan. Lalu rekatkan pada luka dan ganti plester secara berkala.,5
17,Perhatian,Untuk pemakaian luar. Jauhkan dari jangkauan anak-anak,6
17,Kontra Indikasi,-,7
17,Efek Samping,-,8
17,Kemasan,Dus @ 1 Roll,9
17,Manufaktur,BSN Medical,10
17,No. Registrasi,Kemenkes RI: AKL10902211050,11
18,Product Description,"Hansaplast Kain Elastis merupakan plester serba guna untuk semua jenis luka ringan. Dengan keunggulan: Melindungi dari kotoran dan bakteri, dan mencegah infeksi pada luka. Dengan kain yang lentur dan berpori dapat membuat kulit leluasa bernapas. Dapat mengikuti pergerakan Anda untuk pemakaian yang nyaman. Bantalan luka yang tidak lengket, melindungi luka sehingga plester dapat dilepaskan dengan mudah dan tidak sakit.",1
18,Indikasi Umum,Melindungi luka dari kotoran dan bakteri dan menutup rapat di sekeliling luka.,2
18,Komposisi,Gunakan sesuai kebutuhan.,3
18,Dosis,-,4
18,Aturan Pakai,"Bersihkan luka Anda dari kotoran, bakteri dan partikel terlihat dengan Hansaplast Spray Antiseptik untuk mencegah infeksi. Keringkan kulit sekitar luka dengan lembut. Lindungi luka dari air menggunakan plester Hansaplast. Aplikasikan tanpa menarik plester.",5
18,Perhatian,-,6
18,Kontra Indikasi,-,7
18,Efek Samping,-,8
18,Kemasan,1 Box @ 20 Pcs,9
18,Manufaktur,Beiersdorf Indonesia,10
18,No. Registrasi,Kemenkes RI: AKL10902915318,11
19,Product Description,Pure Kids Fever Free merupakan plester kompres penurun panas atau demam pada anak. Plester ini membantu menurunkan suhu tubuh anak saat terjadi demam dengan efek dingin hingga lebih dari 8 jam. Produk ini telah teruji tidak menyebabkan gatal dan alergi serta lembut di kulit.,1
19,Indikasi Umum,Plester kompres untuk membantu menurunkan suhu tubuh anak saat terjadi demam.,2
19,Komposisi,-,3
19,Dosis,Sesuai kebutuhan.,4
19,Aturan Pakai,Sobek atau potong bagian atas kemasan dan keluarkan lembaran patch. buka lapisan pelindung transparan pada lembar cooling patch. Bersihkan dan keringkan area yang akan ditempelkan. Tempelkan pada bagian tubuh yang sudah dibersihkan.,5
19,Perhatian,Hanya untuk pemakaian luar tubuh.,6
19,Kontra Indikasi,"Hanya dipakai di luar area tubuh. Hindari kontak langsung dengan mata, hidung dan mulut anak. Hentikan pemakaian jika terjadi ruam, kemerahan, gatal-gatal atau iritasi pada kulit dan segera hubungi dokter. Hanya untuk sekali pakai.",7
19,Efek Samping,-,8
19,Kemasan,1 Sachet,9
19,Manufaktur,Novell Pharmaceutical Laboratories,10
19,No. Registrasi,Kemenkes RI: AKL11403411276,11
20,Product Description,"Kasa Steril Husada (16 X 16 cm) adalah kasa steril yang digunakan untuk operasi besar/kecil, khitan, penutup luka dan bebat pusar bayi.",1
20,Indikasi Umum,"Kasa steril yang digunakan untuk operasi besar/kecil, khitan, penutup luka dan bebat pusar bayi.",2
20,Komposisi,Kassa steril.,3
20,Dosis,Digunakan sesuai kebutuhan.,4
20,Aturan Pakai,Gunakan untuk melindungi luka terbuka.,5
20,Perhatian,-,6
20,Kontra Indikasi,-,7
20,Efek Samping,-,8
20,Kemasan,1 Box @ 16 Pcs,9
20,Manufaktur,Sari Husada Generasi Mahardika,10
20,No. Registrasi,Kemenkes RI: AKD11603110014,11
21,Product Description,Kool fever Child merupakan plester kompres yang digunakan untuk membantu menurunkan demam dan kompres pereda nyeri untuk anak-anak.,1
21,Indikasi Umum,"Plester ini digunakan sebagai plester kompres penurun panas dan pereda nyeri, serta dapat memberikan efek dingin di saat cuaca panas pada anak-anak.",2
21,Komposisi,-,3
21,Dosis,Sesuai kebutuhan,4
21,Aturan Pakai,"Buka pelapis plastik transparan kemudian tempelkan dengan erat permukaan yang mengandung gel pada kulit bersih dan kering. Ditempelkan pada dahi, pipi, atau punggung",5
21,Perhatian,-,6
21,Kontra Indikasi,-,7
21,Efek Samping,-,8
21,Kemasan,1 Sachet,9
21,Manufaktur,Kobayashi Pharmaceutical Indonesia,10
21,No. Registrasi,Kemenkes RI: AKL11403513963,11
22,Product Description,"Hansaplast Kasa Roll Elastis 4 m x 6 cm merupakan perban elastis yang dapat digunakan untuk fiksasi kasa steril pada bagian tubuh yang diperlukan. Perban ini dapat digerakkan, tetap ditempatnya, dan nyaman digunakan.",1
22,Indikasi Umum,Melindungi luka dari kotoran dan bakteri dan menutup rapat di sekeliling luka.,2
22,Komposisi,-,3
22,Dosis,Gunakan sesuai kebutuhan.,4
22,Aturan Pakai,"Bersihkan luka Anda dari kotoran, bakteri dan partikel terlihat dengan Hansaplast Spray Antiseptik untuk mencegah infeksi. Keringkan kulit sekitar luka dengan lembut. Lindungi luka dari air menggunakan plester Hansaplast. Aplikasikan tanpa menarik plester.",5
22,Perhatian,-,6
22,Kontra Indikasi,-,7
22,Efek Samping,-,8
22,Kemasan,Roll 4 m X 6 cm,9
22,Manufaktur,Beiersdorf Indonesia,10
22,No. Registrasi,Kemenkes RI: AKL10902918743,11
23,Product Description,"Omron Digital Thermometer MC-246 merupakan alat pengukur suhu tubuh digital dengan layar LCD untuk menampilkan hasil pengukuran yang menawarkan akurasi, keamanan dan kecepatan dalam pengukuran temperatur. Alat ini menawarkan pengukuran aktual yang cepat, yaitu: 80 detik jika melalui mulut, 60 detik jika melalui dubur, dan 120 detik jika melalui ketiak.",1
23,Indikasi Umum,"Mengukur suhu tubuh digital melalui mulut, ketiak, atau rektal dengan layar LCD untuk menampilkan hasil pengukuran yang menawarkan akurasi, keamanan dan kecepatan dalam pengukuran temperatur.",2
23,Komposisi,-,3
23,Dosis,Sesuai kebutuhan,4
23,Aturan Pakai,"1. Nyalakan termometer dengan menekan atau menggeser tombol ON.
2. Masukkan termometer secara perlahan dan hati-hati ke dalam mulut, lipatan ketiak atau liang telinga anak. Untuk pengukuran melalui anus, pastikan sudah memberi cukup pelumas.
3. Biarkan selama 3 sampai 5 menit atau tunggu sampai ada bunyi yang menunjukkan pengukuran suhu sudah selesai dilakukan.
4. Setelah itu, ambil termometer dan baca hasil yang tertera pada layar.",5
23,Perhatian,-,6
23,Kontra Indikasi,-,7
23,Efek Samping,-,8
23,Kemasan,1 Pcs,9
23,Manufaktur,Omron Healthcare Indonesia,10
23,No. Registrasi,Kemenkes RI: AKL 1090141207,11
24,Product Description,"Medicrepe merupakan verban elastis coklat krem, ada pengait pada akhir gulungan, bahan katun sehingga tidak panas dan menyerap keringat.",1
24,Indikasi Umum,"Medicrepe merupakan verban elastis coklat krem, ada pengait pada akhir gulungan, bahan katun sehingga tidak panas dan menyerap keringat.",2
24,Komposisi,-,3
24,Dosis,Gunakan sesuai kebutuhan.,4
24,Aturan Pakai,"Perban elastis melindungi bagian engkel, paha dan bahu ketika bagian tubuh tersebut masih mengalami cedera, penggunaan perban elastis juga berfungsi untuk meredam rasa sakit ketika kita sedang berolahraga atau dalam melakukan aktivitas keseharian.",5
24,Perhatian,-,6
24,Kontra Indikasi,-,7
24,Efek Samping,-,8
24,Kemasan,1 Pcs,9
24,Manufaktur,Onemed,10
24,No. Registrasi,KEMENKES RI: AKD 10902900145,11
25,Product Description,"Akurat Test Kehamilan Compact merupakan alat uji kehamilan berbentuk stick. Alat ini digunakan untuk mendeteksi dini kehamilan dengan cepat dan akurat. Akurat Test Kehamilan bekerja dengan cara mendeteksi hCG (human Chorionic Gonadotropin), yaitu suatu hormon yang diproduksi oleh sel telur dimana sudah dibuahi dan menempel di dinding rahim, dimana hormon ini akan meningkat dua kali lipat ketika hamil di dalam urin.",1
25,Indikasi Umum,Alat untuk mengetahui kehamilan secara dini,2
25,Komposisi,-,3
25,Dosis,Sesuai kebutuhan,4
25,Aturan Pakai,"Pengujian dapat dilakukan minimal 7 hari setelah berhubungan. Tahapnya dapat dilakukan dengan cara menampung urine pertama yang keluar di pagi hari, kemudian teteskan urin pada stick. Dalam waktu 1-3 menit hasil tes dapat terlihat. ( Dua garis : Positif, Satu garis : Negatif)",5
25,Perhatian,Alat test ini hanya dapat digunakan sekali pakai,6
25,Kontra Indikasi,-,7
25,Efek Samping,-,8
25,Kemasan,1 Pcs,9
25,Manufaktur,"Danpac Pharma, Pt.",10
25,No. Registrasi,Kemenkes RI: AKD 20101021648,11
26,Product Description,Hansaplast Sensitive Steril XXL (8 X 10 cm) merupakan plester penutup luka untuk memberikan perlindungan yang lebih efektif dari kotoran dan bakteri serta mencegah infeksi.,1
26,Indikasi Umum,Menutup luka untuk memberikan perlindungan dari kotoran dan bakteri serta mencegah infeksi.,2
26,Komposisi,Backing material: Polyurethane (PU); bahan application support: Polyethylene (PE); bahan adhesive: Polyacrylate; bahan wound pad: Laminate made of Viscose (CV) and Polyethylene (PE).,3
26,Dosis,Digunakan sesuai kebutuhan.,4
26,Aturan Pakai,Gunakan sesuai kebutuhan.,5
26,Perhatian,-,6
26,Kontra Indikasi,-,7
26,Efek Samping,-,8
26,Kemasan,Box @ 5 Sachet,9
26,Manufaktur,BEIERSDORF INDONESIA,10
26,No. Registrasi,KEMENKES RI: AKL10902021615,11
27,Product Description,Sensi Pads biasa digunakan di rumah sakit atau penggunaan pribadi untuk menahan cairan dengan cepat dan mudah bagi pasien yang sulit mengontrol pipis (inkontinensia urin) supaya tidak mengotori kasur/matras.,1
27,Indikasi Umum,Sebagai alas tidur.,2
27,Komposisi,"Polypropylene, Non Woven.",3
27,Dosis,Sekali pakai.,4
27,Aturan Pakai,-,5
27,Perhatian,-,6
27,Kontra Indikasi,-,7
27,Efek Samping,-,8
27,Kemasan,10 Pack,9
27,Manufaktur,Sensi,10
27,No. Registrasi,BPOM: AKD 10903110127,11
28,Product Description,"Masker Bowin KN95 4D digunakan untuk mencegah penularan penyakit dari tetesan cairan tubuh yang keluar melalui hidung atau mulut dan melindungi dari bakteri, virus, debu, serbuk sari, asap kendaraan dan polusi",1
28,Indikasi Umum,"Perlindungan pernapasan untuk melindungi debu, polusi dan mencegah penularan penyakit dari udara",2
28,Komposisi,-,3
28,Dosis,-,4
28,Aturan Pakai,-,5
28,Perhatian,-,6
28,Kontra Indikasi,-,7
28,Efek Samping,-,8
28,Kemasan,1 Pack,9
28,Manufaktur,BOWIN INDONESIA GLOBAL,10
28,No. Registrasi,Kemenkes RI : AKL 21603220085,11
29,Product Description,Testpack merupakan alat tes kehamilan yang saat ini sudah umum digunakan untuk mendeteksi kehamilan secara mandiri.,1
29,Indikasi Umum,Alat tes kehamilan.,2
29,Komposisi,-,3
29,Dosis,Sesuai kebutuhan.,4
29,Aturan Pakai,"Tampung sample urine dalam cawan bersih. Disarankan urine pagi hari, karena konsentrasi HCG pada urine paling tinggi. Buka kemasan aluminium foil, keluarkan strip dan celupkan ke dalam sample urine sampai batas garis biru selama 30 detik. Dalam waktu 1-3 menit hasil tes dapat terlihat (Dua garis : Positif, Satu garis : Negatif)",5
29,Perhatian,"Simpan pada suhu 2-30 C, hanya untuk sekali pakai.",6
29,Kontra Indikasi,-,7
29,Efek Samping,-,8
29,Kemasan,1 Pcs,9
29,Manufaktur,Laniros Dian Pharma,10
29,No. Registrasi,Kemenkes RI: AKL20101022234,11
30,Product Description,"One Med Test Kehamilan Strip adalah alat uji kehamilan yang sangat mudah digunakan dan mempunyai sensitifitas dan akurasi 99.9%. One Med Test Kehamilan sangat praktis dan cepat untuk mengetahui hasil kehamilan. Untuk mendapatkan hasil yang akurat sebaiknya digunakan setelah 7 hari berhubungan. Strip ini bekerja dengan cara mendeteksi tingkat kadar hormon hCG (human Chorionic Gonadotrophin) pada air seni, dimana hormon hCG akan meningkat pada saat awal kehamilan.",1
30,Indikasi Umum,Tes Strip untuk mengetahui kehamilan secara dini.,2
30,Komposisi,-,3
30,Dosis,Sesuai kebutuhan.,4
30,Aturan Pakai,"Pengujian dapat dilakukan minimal 7 hari setelah berhubungan. Tahapnya dapat dilakukan dengan cara menampung urine pertama yang keluar di pagi hari, kemudian strip dicelupkan ke dalamnya. Dalam waktu 1-3 menit hasil tes dapat terlihat. ( Dua garis : Positif, Satu garis : Negatif)",5
30,Perhatian,Alat test ini hanya dapat digunakan sekali pakai.,6
30,Kontra Indikasi,-,7
30,Efek Samping,-,8
30,Kemasan,Box @ 50 Strip,9
30,Manufaktur,OneMed,10
30,No. Registrasi,Kemenkes RI: AKD20101800007,11
